Age,Workclass,Fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Y
39,3,19914,10,1,7,2,3,0,0,0,40,19,0
42,3,190767,13,1,7,6,5,0,0,0,40,19,0
41,3,233955,14,6,13,3,2,1,0,0,45,20,1
35,3,30381,13,6,6,3,5,1,0,0,45,19,1
38,3,187069,9,6,14,3,5,1,0,0,45,19,0
31,3,367314,9,1,7,6,5,0,0,0,40,19,0
51,6,101119,9,6,9,3,5,1,0,0,70,19,0
38,3,86551,13,1,6,6,5,1,0,0,48,19,1
40,6,218995,10,6,2,3,5,1,0,0,42,19,1
21,3,57711,9,4,15,6,5,0,0,0,30,19,0
44,3,303521,10,1,12,6,5,1,0,0,40,19,0
55,3,199067,9,6,12,3,5,1,0,0,40,19,1
29,3,247445,9,1,6,6,5,1,0,0,45,19,0
49,3,186078,14,6,13,4,5,0,0,0,50,19,1
31,3,77634,11,6,15,3,5,1,0,0,42,19,0
24,3,180060,14,4,2,5,5,1,6849,0,90,19,0
46,3,56482,10,4,2,6,4,1,0,0,40,19,0
26,3,314177,9,4,6,6,4,1,0,0,40,19,0
35,3,239755,13,4,15,6,5,1,0,0,38,19,0
27,3,377680,11,4,6,6,5,1,0,0,50,19,0
64,7,134960,13,6,2,3,5,1,15024,0,35,19,1
26,3,294493,13,4,12,1,5,1,0,0,40,19,0
21,3,32616,9,4,15,6,5,0,0,1719,16,19,0
45,3,182655,13,1,15,6,5,1,0,0,45,25,1
57,6,52267,9,6,14,3,5,1,0,0,72,19,0
30,3,117963,13,6,7,3,5,1,0,0,40,19,1
45,3,98881,7,6,15,4,5,0,0,0,32,19,0
50,3,196963,4,1,12,6,5,0,0,0,30,19,0
38,3,166988,13,4,7,5,5,0,0,0,40,19,0
43,7,193459,10,6,12,3,5,1,0,0,60,19,0
42,3,182342,10,7,2,6,5,0,0,0,55,19,0
32,3,496743,13,4,13,5,5,1,0,0,40,19,0
20,3,154781,9,4,7,6,5,0,0,0,40,19,0
27,3,219371,9,4,15,6,5,0,0,0,35,19,0
45,3,99179,7,7,7,2,5,0,0,0,40,19,0
40,3,224910,9,4,8,6,5,0,0,0,40,19,0
38,3,304651,9,1,14,6,5,1,0,0,60,19,0
37,3,349689,9,1,7,2,5,0,0,0,40,19,0
60,3,106850,6,1,8,6,5,0,0,0,40,19,0
53,7,196328,9,6,2,3,4,1,0,0,45,19,1
25,3,169323,13,6,2,5,5,0,0,0,40,19,0
47,7,162924,13,1,2,6,2,1,0,0,60,22,0
40,7,34037,9,4,5,6,5,1,0,0,70,19,0
51,5,167651,9,6,10,3,5,1,0,0,40,19,0
19,3,197384,10,4,15,5,5,0,0,0,10,19,0
42,3,251795,10,6,13,4,5,0,0,0,50,19,1
65,5,266081,9,6,10,3,5,1,0,0,40,19,0
41,3,165309,13,1,7,2,5,0,0,0,40,19,0
28,3,215873,6,4,8,5,4,1,0,0,45,19,0
46,3,133938,14,1,2,6,5,0,27828,0,50,19,1
49,3,159816,13,6,13,4,5,0,99999,0,20,19,1
24,3,228424,9,4,1,1,4,1,0,0,40,19,0
32,3,195576,7,6,8,3,5,1,0,0,40,19,0
71,3,105200,9,6,9,3,5,1,6767,0,20,19,0
26,3,167350,10,6,11,3,5,1,3103,0,40,19,1
29,3,52199,9,5,9,6,5,1,0,0,40,19,0
50,3,171338,10,6,2,3,5,1,99999,0,50,19,1
51,3,120173,11,6,12,3,5,1,3103,0,50,19,1
17,5,158762,6,4,10,5,5,0,0,0,20,19,0
49,3,169818,9,6,15,4,4,0,0,0,40,19,1
31,3,288419,6,6,8,3,5,1,0,0,40,19,0
23,3,207546,7,6,8,3,5,1,0,0,40,19,0
59,6,147707,9,7,5,2,5,1,0,2339,40,19,0
17,5,228373,6,4,10,5,5,1,0,0,30,19,0
43,3,193882,10,6,6,3,5,1,7688,0,40,19,1
38,3,31033,13,6,6,3,5,1,7298,0,40,19,1
37,3,272950,9,6,2,3,5,1,0,0,40,19,0
29,3,183523,6,4,15,5,5,1,0,0,40,19,0
39,3,238415,13,6,2,3,5,1,0,0,50,19,1
31,3,19302,12,4,7,6,5,1,2202,0,38,19,0
42,6,339671,13,5,13,6,5,0,8614,0,45,19,1
35,6,103260,14,6,13,4,5,0,0,0,35,19,1
39,3,79331,14,6,2,3,2,1,15024,0,40,19,1
40,3,135056,12,1,7,2,5,0,0,0,40,19,0
66,3,142723,3,5,1,2,5,0,0,0,40,32,0
30,2,188569,5,6,11,3,5,1,0,0,40,19,0
43,3,57322,12,1,12,6,5,1,0,0,40,19,0
47,3,178309,5,4,15,2,5,0,0,0,50,19,0
45,3,166107,14,4,7,6,2,0,0,0,40,21,0
31,3,53042,10,6,8,3,4,1,0,0,40,7,0
33,3,155343,9,6,6,3,5,1,3103,0,40,19,1
32,3,35595,13,4,7,6,5,1,0,0,40,19,0
28,3,429507,12,6,1,3,4,1,0,0,40,19,0
50,2,159670,9,6,7,3,5,1,0,0,40,19,1
63,3,151210,4,1,6,6,5,0,0,0,40,19,0
28,3,186792,13,6,7,3,5,1,0,0,40,19,0
38,3,204640,10,7,7,2,4,0,0,0,40,19,0
52,3,87205,9,1,15,6,5,0,0,0,38,19,0
38,1,112847,15,6,13,3,2,1,0,0,40,19,1
41,3,107306,9,4,2,6,5,1,2174,0,40,19,0
50,4,211319,14,4,13,6,5,1,0,0,38,19,0
59,3,183606,7,6,8,3,5,1,0,0,40,19,0
32,3,205390,9,6,6,3,5,1,0,0,49,19,0
73,6,232871,4,6,9,3,5,1,2228,0,10,19,0
52,1,101017,9,1,2,2,5,1,0,0,38,19,0
57,3,114495,9,6,2,3,5,1,0,0,60,19,0
35,3,183898,11,6,2,3,5,1,7298,0,50,19,1
51,3,163921,13,6,14,3,5,1,0,0,56,19,1
22,3,311764,7,7,6,5,4,0,0,0,35,19,0
49,3,188330,9,6,6,3,5,1,0,0,40,19,1
22,3,267174,9,4,1,5,4,1,0,0,40,19,0
46,6,36228,9,6,12,3,5,1,0,1902,40,19,0
48,3,199739,9,1,12,2,5,0,0,0,40,19,0
52,3,185407,9,6,12,3,5,1,0,0,40,25,0
43,4,206139,13,6,7,3,5,1,0,0,50,19,1
25,3,282063,4,6,1,3,5,1,0,0,40,6,0
31,3,332379,4,4,12,6,5,1,0,0,40,19,0
19,3,418324,10,4,6,5,5,1,0,0,36,19,0
19,5,263338,10,4,10,5,5,1,0,0,45,19,0
51,3,158948,9,6,14,3,5,1,0,0,84,19,1
51,3,221532,13,1,2,2,5,1,0,0,40,19,1
22,7,202920,9,4,13,2,5,0,99999,0,40,29,1
37,6,118909,9,1,7,2,4,0,0,0,35,19,0
19,3,286469,10,4,6,5,5,0,0,0,30,19,0
45,3,191914,9,1,14,2,5,0,0,0,55,19,0
21,4,142766,10,4,15,5,5,1,0,0,10,19,0
52,3,198744,9,7,6,6,5,0,0,0,40,19,0
46,6,272780,10,6,13,3,5,1,0,0,24,19,0
42,4,219553,14,1,13,6,5,0,0,0,38,19,0
56,3,261232,9,4,12,6,5,1,0,0,40,19,0
23,3,64292,9,4,7,6,5,0,0,0,40,19,0
58,3,312131,14,6,6,3,5,1,0,0,40,19,0
70,3,30713,9,6,5,3,5,1,0,0,30,19,0
30,3,246439,10,1,7,2,5,1,0,0,40,19,0
45,3,338105,13,6,7,3,2,1,0,0,40,21,0
23,3,228243,10,4,12,6,5,1,0,0,44,19,0
34,6,62463,10,6,14,3,5,1,0,1579,40,19,0
38,3,31603,13,6,12,4,5,0,0,0,40,19,0
24,3,165054,11,6,12,3,5,1,0,0,40,19,0
53,3,121618,4,4,14,6,3,1,0,0,40,19,0
45,2,273194,9,4,14,6,4,1,3325,0,40,19,0
21,5,163665,10,4,10,5,5,0,0,0,40,19,0
21,3,538319,10,4,15,5,5,0,0,0,40,32,0
34,3,238246,13,4,13,6,5,0,0,0,40,19,0
32,1,244665,9,6,12,3,5,1,5178,0,45,19,1
21,3,131811,9,6,1,3,5,1,0,0,40,19,0
63,5,231777,14,6,10,3,5,1,0,0,30,19,0
23,3,156807,5,4,1,5,4,1,0,0,36,19,0
28,3,236861,13,1,12,2,5,1,0,0,50,19,0
29,7,229842,9,4,14,2,4,1,0,0,45,19,0
25,6,190057,13,4,13,5,5,0,0,0,40,19,0
44,4,55076,14,4,13,6,5,0,0,0,60,19,0
18,3,152545,9,4,15,5,5,0,0,0,8,19,0
26,3,153434,9,4,15,5,5,1,0,0,24,19,0
47,6,171095,12,6,7,4,5,0,0,0,35,19,1
23,3,239322,9,1,6,6,5,1,0,0,40,19,0
46,3,138999,10,6,8,3,5,1,0,0,40,19,0
61,6,95450,13,6,2,3,5,1,5178,0,50,19,1
25,3,176520,9,4,12,1,5,1,0,0,40,19,0
38,6,72338,9,6,9,3,2,1,0,0,54,19,1
60,5,386261,13,5,10,2,4,0,0,0,15,19,0
23,3,235722,10,4,15,6,5,1,0,0,20,19,0
36,2,128884,9,1,7,6,5,0,0,0,48,19,0
46,3,187226,5,1,15,6,5,1,0,0,25,19,0
32,7,298332,13,6,13,3,5,1,0,0,45,19,1
40,3,173607,6,6,14,3,5,1,0,0,40,19,0
31,3,226756,9,4,7,5,4,1,0,0,40,19,0
31,3,157887,10,6,2,3,5,1,0,0,65,19,1
32,4,171111,13,4,7,6,5,1,0,0,37,19,0
21,3,126314,10,4,15,5,5,1,0,0,10,19,0
63,3,174018,10,6,6,3,4,1,0,0,40,19,1
44,3,144778,10,2,2,6,5,1,0,0,45,19,1
42,7,201522,13,6,6,3,5,1,0,0,60,19,0
23,5,22966,13,4,10,5,5,1,0,0,35,19,0
30,3,399088,10,1,7,6,5,0,0,0,45,19,0
24,3,282202,9,4,15,2,5,1,0,0,40,28,0
42,3,102606,13,6,11,3,5,1,0,0,40,19,1
44,7,246862,9,6,13,4,5,0,0,0,40,41,1
27,2,508336,13,4,2,6,4,1,0,0,48,19,0
27,6,263431,10,4,2,2,5,1,0,0,40,19,0
22,3,235733,9,4,15,6,5,0,0,0,45,19,0
68,3,107910,9,4,6,6,5,0,0,0,40,19,0
55,7,184425,10,6,5,3,5,1,0,0,99,19,1
22,7,143062,9,4,15,5,5,1,0,0,40,23,0
25,3,199545,10,6,2,4,5,0,0,0,15,19,0
68,7,197015,9,6,5,3,5,1,0,0,45,19,0
62,3,149617,10,7,2,6,5,0,0,0,16,19,0
26,3,33610,9,1,15,1,5,1,0,0,40,19,0
34,3,192002,14,6,13,3,5,1,0,0,55,19,1
68,3,67791,10,7,6,6,5,1,0,0,40,19,0
42,6,445382,13,2,2,6,5,1,0,0,45,19,1
45,3,112283,13,6,6,3,5,1,0,0,55,19,0
26,3,157249,7,4,14,6,5,1,0,0,40,19,0
25,3,109872,9,6,8,3,5,1,0,0,45,19,0
23,3,119838,13,4,13,5,5,1,0,0,50,19,0
29,3,149943,10,4,15,6,1,1,0,1590,40,25,0
65,8,27012,4,7,5,2,5,0,0,0,50,19,0
31,3,91666,9,4,14,6,5,1,0,0,50,19,0
26,3,270276,9,4,7,6,5,0,0,0,40,19,0
39,3,179271,10,6,12,3,5,1,0,0,50,19,1
44,3,161819,9,6,8,3,5,1,0,0,40,19,1
45,6,339681,14,1,13,2,5,0,1506,0,45,19,0
26,7,219897,14,4,13,6,5,0,0,0,50,19,0
26,3,91683,6,6,14,3,5,1,0,0,35,19,0
36,3,188834,5,6,14,3,5,1,0,0,50,19,0
38,3,187046,7,6,12,3,5,1,0,0,45,19,0
39,3,191807,9,4,8,2,5,1,0,0,48,19,0
52,1,179951,15,6,2,3,5,1,0,0,40,19,0
39,3,324420,2,6,12,3,5,1,0,0,45,6,0
41,7,66632,10,1,12,6,5,1,0,0,40,19,0
42,6,121718,14,6,2,3,5,1,0,1902,60,19,1
47,3,162034,13,6,6,3,5,1,0,0,70,19,0
28,6,218990,11,6,9,3,4,1,0,0,46,19,0
25,6,125863,13,4,13,5,5,1,0,0,35,19,0
35,3,225330,13,4,7,6,5,0,0,0,40,19,0
32,3,120426,9,2,7,2,5,0,0,0,40,19,0
38,3,119741,14,6,12,3,4,1,0,0,40,19,1
44,3,32000,10,6,11,3,5,1,0,0,18,19,1
21,5,124242,10,4,10,5,5,0,0,0,40,19,0
27,3,278581,13,4,6,5,5,0,0,0,40,19,0
30,3,230224,13,4,2,6,5,1,0,0,55,19,1
30,3,204374,13,4,6,6,5,1,0,1741,48,19,0
45,3,188386,9,6,1,3,5,1,0,1628,45,19,0
20,3,164922,9,4,12,5,5,1,0,0,40,19,0
57,3,195176,14,4,13,6,5,1,0,0,80,19,0
43,3,166740,10,1,7,6,5,1,0,0,48,19,0
50,5,156008,7,6,10,5,4,0,0,0,40,19,0
28,3,162551,4,6,8,1,2,0,0,0,48,20,0
25,3,211231,9,6,11,1,5,0,0,0,48,19,1
25,3,169990,9,6,6,3,5,1,0,0,40,19,0
90,3,221832,13,6,2,3,5,1,0,0,45,19,0
38,6,255454,13,2,13,2,4,1,0,0,40,19,0
35,3,28160,13,5,2,2,5,0,0,0,40,19,0
50,4,159219,13,6,2,3,5,1,0,0,40,1,1
26,6,103148,9,4,7,6,5,0,0,0,40,19,0
39,3,165186,10,6,5,3,5,1,0,0,45,19,0
56,3,31782,6,6,6,3,5,1,0,0,40,19,0
24,6,249101,9,1,9,2,4,0,0,0,40,19,0
46,3,243190,9,6,7,4,5,0,7688,0,40,19,1
18,6,153405,7,4,7,1,5,0,0,0,25,19,0
37,3,329980,14,6,2,3,5,1,0,2415,60,19,1
57,3,176079,14,1,13,6,5,0,0,0,40,19,0
43,4,218542,9,4,7,2,4,0,0,0,40,19,0
29,4,303446,13,6,13,3,5,1,0,0,25,10,0
40,3,102606,14,6,2,3,5,1,0,0,40,19,1
44,7,483201,13,6,2,3,5,1,0,0,40,19,0
77,6,144608,9,6,2,3,5,1,0,0,6,19,0
30,3,226013,13,4,13,6,4,1,0,0,40,19,0
21,3,165475,9,6,8,3,5,1,0,0,40,19,0
66,3,263637,6,6,9,3,5,1,0,0,40,19,0
40,3,201495,7,4,14,5,5,1,0,0,35,19,0
68,3,213720,9,6,6,3,5,1,0,0,40,19,0
64,3,170483,9,7,15,6,5,0,0,0,38,19,0
26,3,214303,13,4,13,6,5,0,0,0,50,19,0
32,3,190511,10,6,2,3,5,1,0,0,40,19,1
32,3,242150,9,4,7,5,5,1,0,0,38,19,0
51,6,159755,14,6,13,3,5,1,0,0,40,19,1
50,3,147629,14,6,13,3,5,1,15024,0,45,19,1
49,3,268022,13,6,6,3,5,1,0,0,50,19,1
28,3,188711,13,4,14,2,5,1,0,0,20,19,0
29,3,452205,9,1,15,2,5,0,0,0,36,19,0
21,3,260847,10,4,6,5,5,1,0,0,30,19,0
28,3,291374,9,4,7,2,4,0,0,0,40,19,0
55,3,189933,6,6,12,3,5,1,0,0,40,19,0
45,7,133969,9,6,6,3,2,1,0,0,50,30,1
35,3,330664,10,4,6,6,5,1,0,0,40,19,0
31,5,672412,7,2,10,6,4,1,0,0,40,19,0
26,3,122999,14,4,13,6,5,1,8614,0,40,19,1
30,3,111415,9,6,15,3,5,1,0,0,55,38,0
33,3,217235,9,6,6,3,5,1,0,0,20,19,0
40,3,121956,13,5,13,6,2,1,13550,0,40,26,1
23,3,120172,13,4,2,6,5,1,0,0,40,19,0
35,3,343403,10,4,6,6,5,0,0,0,40,19,0
48,7,104790,7,6,5,3,5,1,0,0,50,19,1
39,6,473547,6,1,1,5,4,1,0,0,40,19,0
53,6,260106,15,1,13,6,5,0,0,0,50,19,0
49,2,168232,9,6,7,3,5,1,0,0,40,19,1
31,3,348491,13,4,2,6,4,0,0,0,40,19,0
36,3,24106,9,6,12,3,5,1,3103,0,40,19,1
60,1,197553,10,6,2,3,5,1,7688,0,50,19,1
29,3,421065,9,4,8,6,5,1,0,0,48,19,0
54,1,138852,10,6,6,3,5,1,0,0,45,19,1
28,5,169631,12,3,10,4,5,0,0,0,3,19,0
34,3,379412,9,6,12,3,5,1,0,0,50,19,0
30,3,181992,10,4,6,6,4,0,0,0,35,19,0
19,3,365640,9,4,3,6,5,0,0,0,45,25,0
26,3,236564,9,4,1,6,5,1,0,0,40,19,0
47,3,363418,10,4,6,6,5,1,0,0,70,19,1
50,3,112351,9,1,2,2,5,1,0,0,38,19,0
30,3,204704,13,4,2,2,5,0,0,0,45,19,1
44,3,54611,10,1,8,6,5,1,0,0,50,19,0
49,3,128132,9,6,6,3,5,1,0,0,60,19,1
75,7,30599,14,5,13,6,5,0,0,0,50,19,0
37,3,379522,13,6,6,3,5,1,0,0,55,19,1
51,4,196504,9,1,12,2,5,1,0,0,38,19,0
35,3,82552,9,4,12,2,5,1,0,0,35,19,0
28,3,104024,10,4,6,1,5,0,0,0,40,19,0
66,7,293114,9,6,5,3,5,1,1409,0,40,19,0
72,3,74141,5,6,2,4,2,0,0,0,48,19,1
39,3,192337,13,2,6,6,5,1,0,0,50,19,0
27,3,262478,9,4,5,5,4,1,0,0,30,19,0
57,3,185072,10,4,7,1,4,0,0,0,40,15,0
24,3,296045,4,6,12,3,5,1,2635,0,38,19,0
28,3,246595,9,4,12,5,5,1,0,0,70,19,0
23,3,54472,10,5,15,6,5,0,0,0,50,19,0
31,3,331065,13,4,2,6,5,0,0,1408,40,19,0
23,3,161708,10,4,15,5,5,0,0,0,20,19,0
31,3,264936,10,4,15,6,5,0,0,0,40,19,0
27,6,113545,13,4,13,6,5,0,0,0,40,19,0
30,3,212237,13,6,13,3,5,1,0,1740,45,19,0
31,3,170430,15,4,13,6,5,0,0,0,80,25,0
34,3,173806,14,4,13,6,5,1,4865,0,60,19,0
57,2,370890,9,4,7,6,5,1,0,2258,40,19,0
39,3,505119,14,6,2,3,5,1,0,0,40,9,1
23,3,193089,7,4,12,5,5,1,0,0,40,19,0
24,6,33432,12,6,15,4,5,0,0,0,40,19,0
36,3,103110,16,4,13,6,5,1,0,0,40,31,0
32,3,160362,10,1,15,1,5,1,0,0,40,10,0
35,3,204621,12,1,15,5,5,0,0,0,40,19,0
36,3,35309,13,6,2,3,5,1,0,0,40,19,0
23,5,154373,13,4,10,6,5,0,0,0,50,19,0
47,3,194772,11,6,8,3,5,1,0,0,40,19,1
35,3,154410,9,4,1,6,5,1,0,0,40,19,0
44,2,220563,10,6,11,3,5,1,0,0,40,19,0
32,4,253354,14,6,13,3,5,1,0,0,50,19,0
32,3,211699,12,6,2,4,5,0,0,1485,40,19,1
63,7,167501,10,6,13,4,5,0,20051,0,10,19,1
34,3,229732,11,6,12,3,5,1,0,0,40,19,0
47,3,185465,9,6,12,3,4,1,0,0,40,19,0
27,3,335764,7,6,6,5,4,1,0,0,35,19,0
23,3,460046,9,2,2,2,5,0,0,0,42,19,0
19,5,33487,10,4,10,1,3,0,0,0,40,19,0
50,3,176924,6,6,12,3,5,1,0,0,38,19,0
49,4,213307,10,6,13,3,5,1,0,0,40,19,0
36,3,83893,10,6,2,3,5,1,0,0,40,19,1
23,3,194102,13,4,2,2,5,1,0,0,40,19,0
61,3,238611,4,7,15,2,4,0,0,0,38,19,0
41,3,113597,10,6,5,3,5,1,0,0,16,19,0
27,7,208406,13,6,2,3,5,1,0,0,60,19,1
53,3,274528,13,1,2,6,5,1,0,0,70,19,0
17,7,60116,6,4,7,5,5,1,0,0,10,19,0
23,5,196816,9,4,10,6,5,1,0,0,30,19,0
53,3,166368,10,4,12,6,5,1,0,0,40,19,0
28,3,303954,9,6,12,3,5,1,0,1848,42,19,1
24,3,99386,13,5,13,5,5,0,0,0,40,19,0
22,3,188569,10,4,7,6,5,0,0,0,20,19,0
53,3,302868,13,6,6,3,5,1,0,0,50,19,1
18,3,283342,7,4,15,1,4,1,0,0,20,19,0
24,3,233777,10,4,6,2,5,1,0,0,50,6,0
20,3,170038,9,4,6,6,5,0,0,0,40,19,0
30,6,261319,4,6,14,3,5,1,0,0,40,19,0
37,4,367237,11,4,13,6,5,1,8614,0,40,19,1
34,3,126838,9,6,14,3,5,1,0,0,40,19,0
19,3,354104,9,4,1,5,5,1,0,0,30,19,0
20,3,176321,8,4,7,5,5,0,0,0,40,6,0
47,3,85129,9,1,15,6,2,0,0,0,40,19,0
20,5,376474,10,4,10,5,5,1,0,0,32,19,0
22,3,62507,13,4,13,5,5,0,0,0,40,19,0
42,6,111252,14,6,2,3,5,1,0,1977,40,19,1
60,3,156889,10,1,7,6,5,0,0,0,40,19,0
32,3,549430,9,4,3,2,5,0,0,0,40,6,0
46,3,29696,9,6,2,3,5,1,0,0,40,19,1
66,3,98837,9,7,7,6,5,0,0,0,40,19,0
37,3,86150,13,6,15,4,2,0,0,0,30,19,1
34,3,204991,10,1,2,5,5,1,0,0,44,19,0
45,3,371886,13,4,13,6,5,1,0,0,46,19,0
35,3,103605,7,6,5,3,5,1,0,0,40,19,0
63,5,54851,9,6,10,3,5,1,0,0,40,19,0
51,6,133050,10,6,2,3,4,1,0,0,40,19,1
36,6,126569,10,6,9,3,5,1,0,0,40,19,1
25,2,144259,9,4,7,5,4,1,0,0,40,19,0
51,3,161482,9,1,15,2,5,0,0,0,38,19,0
25,7,305449,10,4,8,5,5,1,0,0,40,19,0
19,3,125010,9,4,5,5,5,1,0,0,45,19,0
47,3,304133,10,6,2,3,5,1,0,0,45,19,0
59,6,120617,9,2,9,2,4,0,0,0,40,19,0
34,3,157747,13,6,2,3,5,1,0,0,40,19,1
40,3,297396,10,2,2,2,5,0,0,0,60,19,0
42,3,121287,9,1,8,6,5,1,0,0,45,19,0
28,5,308493,9,6,10,4,5,0,0,0,17,40,0
37,3,49115,14,6,2,3,5,1,0,0,60,19,1
51,1,208302,12,6,6,3,5,1,0,0,38,19,1
25,3,304032,9,4,7,5,5,1,0,0,36,19,0
31,2,207301,9,6,7,4,5,0,0,0,40,19,1
37,3,123211,9,6,15,3,5,1,0,0,44,19,1
42,3,33521,12,6,6,3,5,1,0,0,45,19,1
29,5,410351,13,4,10,6,5,1,0,0,40,19,0
35,3,410034,10,1,6,6,5,1,0,0,50,19,0
51,3,175339,13,6,6,3,5,1,0,0,47,19,1
22,5,27937,10,4,10,5,5,1,0,0,36,19,0
49,3,168211,10,6,12,3,5,1,0,1485,40,19,1
26,3,125680,13,4,13,6,2,1,0,0,16,22,0
56,6,160829,9,1,7,6,5,0,0,0,46,19,0
52,3,266529,10,6,13,3,5,1,0,0,45,19,1
61,7,115023,14,6,12,3,5,1,0,0,4,25,0
47,4,224149,13,1,2,6,5,0,0,0,40,19,1
52,3,150930,11,6,12,3,5,1,0,0,40,19,0
30,3,343699,9,1,12,2,5,0,0,0,40,19,0
43,1,172826,10,6,6,3,5,1,99999,0,55,19,1
35,3,163392,10,6,14,3,2,1,0,0,40,25,0
17,5,103810,8,4,10,5,5,1,0,0,40,19,0
42,3,213821,9,6,12,3,5,1,0,1887,40,19,1
26,3,211265,10,5,12,1,4,0,0,0,35,29,0
58,6,160586,9,6,5,3,5,1,0,0,40,19,0
66,3,146454,10,6,6,3,5,1,5556,0,40,19,1
30,3,203277,9,6,9,3,5,1,0,0,60,19,1
46,3,309895,10,2,7,2,5,0,0,0,40,19,0
45,3,26522,10,6,7,4,5,0,0,1902,35,19,1
57,3,103809,9,4,6,2,5,0,0,0,40,19,0
25,3,90291,13,4,2,5,5,1,0,0,40,19,0
21,4,181761,10,4,11,5,5,0,0,0,10,19,0
37,3,35330,9,1,12,6,5,1,0,1669,55,19,0
45,6,135776,14,1,13,6,5,0,0,0,30,19,0
61,5,188172,16,7,10,6,5,0,0,0,5,19,0
39,3,179579,9,4,12,5,5,1,0,0,40,19,0
42,3,193626,9,6,7,4,5,0,0,0,53,19,0
20,3,108887,9,4,8,5,5,0,0,0,40,19,0
23,3,199070,9,4,9,5,4,1,0,0,16,19,0
25,3,441591,13,4,11,5,5,1,0,0,40,19,0
47,3,185254,3,4,3,5,5,0,0,0,40,28,0
24,3,109307,9,4,6,5,5,1,0,0,45,19,0
20,5,81853,10,4,10,5,2,0,0,0,15,19,0
35,3,23621,9,4,12,6,5,1,0,0,70,19,0
44,6,145178,9,6,15,4,4,0,0,0,38,15,1
47,4,30575,10,6,13,3,5,1,0,0,50,19,0
28,4,130620,7,2,7,2,2,0,0,0,40,39,0
41,6,22155,14,1,13,2,5,0,0,0,60,19,0
31,3,106437,9,4,7,6,5,0,0,0,40,19,0
27,3,79787,14,4,2,6,5,0,0,0,25,19,0
47,3,326857,11,6,12,3,5,1,5013,0,40,19,0
44,3,81853,9,4,6,6,2,0,0,0,40,19,0
61,3,120933,10,4,3,6,5,0,0,0,40,19,0
42,2,153143,10,1,7,1,5,0,0,0,40,32,0
46,3,27669,9,4,15,6,5,0,0,0,28,19,0
46,3,105444,13,6,2,3,5,1,0,0,50,19,1
54,6,169785,14,7,13,2,5,0,0,0,38,19,0
49,3,122493,9,7,11,2,5,1,0,0,40,19,0
56,6,242670,10,7,7,2,5,0,0,0,40,19,0
52,3,54933,14,1,13,5,5,0,0,0,40,19,0
34,3,209317,9,6,14,3,5,1,0,0,40,32,0
25,7,282631,9,6,12,3,5,1,0,0,40,19,0
18,3,98044,7,4,13,5,5,0,0,0,40,19,0
58,3,187487,9,6,8,3,5,1,0,0,40,19,0
31,4,60186,13,1,13,6,5,1,0,0,40,19,0
29,3,75648,10,6,12,3,5,1,0,0,55,19,0
28,3,201175,7,4,8,6,4,1,0,0,40,19,0
30,3,19302,10,4,7,6,5,1,0,0,48,19,0
21,5,300812,10,4,10,5,5,1,0,0,30,19,0
44,3,146659,14,6,13,3,5,1,0,1887,35,19,1
75,3,101887,6,7,3,6,5,0,0,0,70,19,0
66,5,117778,7,6,10,3,5,1,0,0,40,19,0
26,3,60726,10,6,12,3,4,1,0,0,40,19,0
33,1,201763,13,6,6,3,5,1,0,0,50,19,1
57,1,119253,14,6,6,3,5,1,15024,0,65,19,1
47,7,121124,3,6,6,3,5,1,0,0,55,41,1
41,3,220132,9,6,2,3,5,1,7298,0,40,19,1
21,3,60639,10,4,15,6,5,0,0,0,37,19,0
17,3,195262,7,4,12,5,5,1,0,0,17,19,0
61,5,113544,13,6,10,3,5,1,0,0,55,19,0
47,5,331650,9,6,10,4,5,0,0,0,8,19,1
22,3,100587,10,4,15,5,4,0,0,0,15,19,0
47,3,298130,9,6,6,3,5,1,0,0,40,19,0
45,3,242391,13,6,2,3,5,1,0,0,40,19,1
32,7,197867,11,1,6,2,5,1,0,0,50,19,0
59,3,151977,6,2,3,6,4,0,0,0,30,19,0
38,3,277347,9,6,12,3,5,1,0,0,50,19,0
33,3,125249,9,2,9,5,5,0,0,0,40,19,0
41,3,222142,9,6,8,3,5,1,0,0,40,19,0
51,3,270194,5,6,14,3,5,1,0,0,40,19,0
42,3,169995,9,6,6,3,5,1,0,0,48,19,0
27,3,359155,13,6,13,4,5,0,0,0,40,19,1
60,3,123992,10,6,12,3,5,1,0,0,45,19,0
64,6,266080,9,1,7,6,5,0,0,0,35,19,0
37,3,201531,12,6,8,3,5,1,0,0,40,19,1
54,7,179704,13,6,2,3,5,1,0,0,45,19,1
36,3,393673,12,6,2,4,5,0,0,0,50,19,1
34,3,244147,13,6,13,3,5,1,0,0,40,25,1
41,7,438696,14,1,6,2,5,1,0,0,5,19,1
35,7,207568,4,6,5,3,5,1,0,0,75,19,0
63,1,54052,14,6,6,3,5,1,0,0,68,19,1
46,3,187581,9,1,12,1,5,1,0,0,40,19,0
47,7,77102,14,1,13,6,5,1,0,0,40,19,0
24,3,353010,13,4,8,6,5,1,0,0,65,19,0
29,3,54131,10,4,6,6,5,1,0,0,30,19,0
74,2,39890,10,7,14,6,5,0,0,0,18,19,0
50,3,156877,7,6,14,3,5,1,0,0,70,19,1
22,3,355686,10,4,7,6,5,0,0,0,40,19,0
48,3,300168,8,2,7,5,4,0,0,0,40,19,0
